1,2
3,4
18,8
64,16
199,32
571,64
1499,128
3791,256
9025,512
21090,1024
48234,2048
108695,4096
241933,8192
532708,16384
1162953,32768
2522355,65536
5438025,131072
11663060,262144
24900725,524288
