1,2
3,4
15,8
68,16
345,32
1297,64
5408,128
22253,256
84497,512
349501,1024
1388620,2048
5679920,4096
22487569,8192
90431398,16384
361422275,32768
1430880990,65536
1435888926,131072
1404370448,262144
1364873253,524288
