6.30E-06,2
1.60E-06,4
2.19E-05,8
2.02E-05,16
2.98E-05,32
3.36E-05,64
1.68E-04,128
9.00E-05,256
3.26E-04,512
0.001244,1024
0.0031385,2048
0.0038845,4096
0.0148447,8192
0.0582693,16384
0.2304724,32768
1.0107327,65536
4.1952608,131072
16.6714881,262144
67.0919541,524288
271.2845172,1048576
